S/N,AMOUNT,ITEM,??,UNIX TIMESTAMP,STATUS,PAYMENT REF,SESSION,,PRINT STATUS,LEVEL,??
13814,25000,CERT,1,1663226493,successful,0VTPAWJHE,2021/2022,nil,UNPRINTED,ND,NIL
13815,25000,CERT,1,1663228537,successful,0A7UQHD8J,2021/2022,nil,PRINTED,HND,NIL
13816,10000,TRANS,1,1663233636,successful,MUDCB7AP2,2021/2022,nil,UNPRINTED,ND,NIL
13817,10000,TRANS,1,1663234091,successful,HNRW7QSBP,2021/2022,nil,UNPRINTED,HND,NIL
13818,25000,CERT,1,1663234534,successful,S02TG601J,2021/2022,nil,PRINTED,ND,NIL
13819,25000,CERT,1,1663235250,successful,A086KGC2T,2021/2022,nil,PRINTED,HND,NIL
13820,10000,TRANS,1,1663236136,successful,U87DT0VEK,2021/2022,nil,PRINTED,ND,YES
13822,25000,CERT,1,1663236845,successful,0PHJD2A01,2021/2022,nil,PRINTED,ND,NIL
13821,25000,CERT,1,1663236561,successful,9H4UNV5KP,2021/2022,nil,PRINTED,HND,NIL
13824,25000,CERT,1,1663237163,successful,VWM7FETRA,2021/2022,nil,PRINTED,ND,NIL
13823,10000,TRANS,1,1663236921,successful,HM2F0GW5K,2021/2022,nil,PRINTED,HND,YES
13825,25000,CERT,1,1663237445,successful,FQCGKT58R,2021/2022,nil,PRINTED,ND,NIL
13826,25000,CERT,1,1663238067,successful,M9FAB052J,2021/2022,nil,PRINTED,HND,YES
13827,25000,CERT,1,1663240747,successful,07P4RCTHA,2021/2022,nil,PRINTED,ND,NIL
13828,25000,CERT,1,1663241685,successful,7BFKG95WS,2021/2022,nil,PRINTED,ND,NIL
13829,25000,CERT,1,1663242187,successful,J9C87VHM0,2021/2022,nil,PRINTED,ND,YES
13830,25000,CERT,1,1663243180,successful,RGWK78B0Q,2021/2022,nil,PRINTED,HND,NIL
13831,25000,CERT,1,1663246193,successful,D4TQKRC0H,2021/2022,nil,PRINTED,ND,NIL
13832,25000,CERT,1,1663250680,failed,A2V01FQHG,2021/2022,nil,UNPRINTED,ND,NIL
13833,25000,CERT,1,1663250713,failed,A2V01FQHG,2021/2022,nil,UNPRINTED,ND,NIL
13834,25000,CERT,1,1663250850,failed,A2V01FQHG,2021/2022,nil,UNPRINTED,HND,NIL
13835,10000,TRANS,1,1663250966,failed,19WS2F06N,2021/2022,nil,UNPRINTED,HND,NIL
13836,25000,CERT,1,1663251062,failed,19WS2F06N,2021/2022,nil,UNPRINTED,HND,NIL
13837,25000,CERT,1,1663253472,successful,N19SP86U4,2021/2022,nil,PRINTED,ND,NIL
13838,25000,CERT,1,1663256128,failed,CWT0EPJ47,2021/2022,nil,UNPRINTED,HND,NIL
13839,25000,CERT,1,1663256219,failed,F7NHUD48V,2021/2022,nil,UNPRINTED,ND,NIL
13840,25000,CERT,1,1663256281,failed,F7NHUD48V,2021/2022,nil,UNPRINTED,HND,NIL
13841,25000,CERT,1,1663272821,successful,HD086PTCR,2021/2022,nil,PRINTED,ND,NIL
13842,10000,TRANS,1,1663280481,successful,U0AG068V4,2021/2022,nil,UNPRINTED,ND,NIL
13843,25000,CERT,1,1663281671,successful,FRP5G4UV0,2021/2022,nil,UNPRINTED,HND,NIL
13844,10000,TRANS,2,1668502702,successful,5FWJE6A02,2021/2022,nil,UNPRINTED,ND,NIL
13845,25000,CERT,1,1663310809,successful,AGRNF09TU,2021/2022,nil,PRINTED,ND,NIL
13846,25000,CERT,1,1663317952,successful,6PQ5W2V10,2021/2022,nil,PRINTED,ND,YES
13847,25000,CERT,1,1663320422,successful,M2PJQCU00,2021/2022,nil,PRINTED,ND,NIL
13848,10000,TRANS,1,1663321455,successful,4Q7UMDJ0R,2021/2022,nil,PRINTED,ND,NIL
13849,10000,TRANS,1,1663322258,successful,K716W9Q80,2021/2022,nil,PRINTED,HND,NIL
13850,25000,CERT,1,1663322498,successful,00SPBUNQM,2021/2022,nil,PRINTED,ND,NIL
13851,10000,TRANS,1,1663322506,failed,1KA020VR7,2021/2022,nil,UNPRINTED,HND,NIL
13852,10000,TRANS,1,1663322523,failed,1KA020VR7,2021/2022,nil,UNPRINTED,ND,NIL
13854,10000,TRANS,1,1663323579,successful,PRMF02TAC,2021/2022,nil,UNPRINTED,HND,NIL
13853,25000,CERT,1,1663322594,failed,1KA020VR7,2021/2022,nil,UNPRINTED,ND,NIL
13855,25000,CERT,1,1663325889,successful,TBDK2M10H,2021/2022,nil,PRINTED,ND,NIL
13856,25000,CERT,1,1663324846,failed,BJ4F6W0NA,2021/2022,nil,UNPRINTED,ND,NIL
13857,25000,CERT,1,1663325486,successful,GRPWHVSF5,2021/2022,nil,PRINTED,ND,NIL
13859,25000,CERT,1,1663334220,successful,KG840DF1M,2021/2022,nil,PRINTED,HND,YES
13860,10000,TRANS,1,1663334770,successful,QMREDW2S1,2021/2022,nil,PRINTED,HND,YES
13861,25000,CERT,1,1663339124,successful,K00FSWBHR,2021/2022,nil,PRINTED,ND,YES
13862,10000,TRANS,1,1663341873,failed,N7UJ0TA1S,2021/2022,nil,UNPRINTED,ND,NIL
13863,10000,TRANS,1,1663347438,failed,5TEB4026K,2021/2022,nil,UNPRINTED,ND,NIL
13864,25000,CERT,1,1663358492,successful,6JBNR4HG5,2021/2022,nil,PRINTED,ND,NIL
13865,25000,CERT,1,1663409392,successful,879M2AVE0,2021/2022,nil,PRINTED,ND,NIL
13866,10000,TRANS,1,1663421829,failed,642KNDBJA,2021/2022,nil,UNPRINTED,ND,NIL
13867,25000,CERT,1,1663427673,successful,TFHPD8NA4,2021/2022,nil,UNPRINTED,HND,NIL
13868,25000,CERT,1,1663427882,successful,UN9GV7B62,2021/2022,nil,UNPRINTED,HND,NIL
13869,25000,CERT,1,1663430043,successful,RF0JKSTQD,2021/2022,nil,PRINTED,HND,NIL
13870,25000,CERT,1,1663437009,successful,D79CV6BPN,2021/2022,nil,PRINTED,HND,YES
13871,20000,TRANS,1,1663503681,failed,71EB4D9Q0,2021/2022,nil,UNPRINTED,ND,NIL
13872,25000,CERT,1,1663524601,successful,1A740TMQF,2021/2022,nil,PRINTED,ND,NIL
13873,25000,CERT,1,1663578326,successful,K1UQC0EPG,2021/2022,nil,PRINTED,ND,NIL
13874,10000,TRANS,1,1663568369,failed,PME41QVG5,2021/2022,nil,UNPRINTED,HND,NIL
13875,25000,CERT,1,1663575889,successful,027NDMHVF,2021/2022,nil,PRINTED,ND,NIL
13876,25000,CERT,1,1663576681,successful,6F9TP84N2,2021/2022,nil,PRINTED,ND,NIL
13877,25000,CERT,1,1663579426,successful,Q2STEAC1H,2021/2022,nil,PRINTED,ND,NIL
13878,25000,CERT,1,1663578021,successful,4QDJG9MRC,2021/2022,nil,PRINTED,HND,NIL
13879,25000,CERT,1,1663578432,successful,G8Q4RSH0N,2021/2022,nil,PRINTED,HND,YES
13881,25000,CERT,1,1663581283,successful,S4C8V06Q2,2021/2022,nil,PRINTED,ND,NIL
13880,25000,CERT,1,1663580774,successful,EN40C6SFM,2021/2022,nil,PRINTED,HND,NIL
13882,10000,TRANS,1,1663581450,successful,J07GM9U01,2021/2022,nil,PRINTED,ND,NIL
13883,25000,CERT,1,1663582048,successful,8S2UNRE75,2021/2022,nil,PRINTED,ND,NIL
13884,10000,TRANS,1,1663582207,successful,K805WC2EJ,2021/2022,nil,PRINTED,ND,NIL
13885,25000,CERT,1,1663582680,successful,Q47802W0H,2021/2022,nil,PRINTED,ND,NIL
13886,10000,TRANS,1,1663582808,successful,UV2T8B5DH,2021/2022,nil,PRINTED,ND,NIL
13887,10000,TRANS,1,1663584418,successful,F9Q6DGE2C,2021/2022,nil,PRINTED,HND,NIL
13888,25000,CERT,1,1663583088,successful,6QDE8VM52,2021/2022,nil,PRINTED,ND,YES
13889,25000,CERT,1,1663583188,successful,0M1B745JD,2021/2022,nil,PRINTED,ND,YES
13890,25000,CERT,1,1663655854,successful,SGRFC95DE,2021/2022,nil,PRINTED,ND,NIL
13905,10000,TRANS,1,1663663127,successful,82PSC6VMU,2021/2022,nil,PRINTED,HND,NIL
13891,25000,CERT,1,1663585738,successful,8VTN41WHQ,2021/2022,nil,PRINTED,ND,NIL
13892,25000,CERT,1,1663586782,failed,EV6T1N8GR,2021/2022,nil,UNPRINTED,ND,NIL
13893,25000,CERT,1,1663588095,successful,EHBRPF5SW,2021/2022,nil,PRINTED,ND,YES
13894,25000,CERT,1,1663589095,successful,AR0G9PVT8,2021/2022,nil,PRINTED,ND,YES
13895,25000,CERT,1,1663591053,successful,JN91AK60C,2021/2022,nil,PRINTED,ND,YES
13896,25000,CERT,1,1663593140,successful,R05F67UHC,2021/2022,nil,PRINTED,HND,NIL
13897,25000,CERT,1,1663593365,successful,WSB426MNT,2021/2022,nil,PRINTED,HND,NIL
13898,25000,CERT,1,1663593751,successful,5QS0V8EUK,2021/2022,nil,PRINTED,ND,NIL
13899,25000,CERT,1,1663596441,successful,65KGA9MVC,2021/2022,nil,PRINTED,ND,YES
13900,25000,CERT,1,1663599747,successful,7PAQFS680,2021/2022,nil,PRINTED,ND,YES
13901,10000,TRANS,1,1663603689,successful,K9EHP4MF2,2021/2022,nil,PRINTED,ND,NIL
13902,25000,CERT,1,1663604282,successful,F8UJWRVS1,2021/2022,nil,PRINTED,ND,NIL
13903,10000,TRANS,1,1663604629,successful,Q10PFMA2S,2021/2022,nil,UNPRINTED,ND,NIL
13904,25000,CERT,1,1663613404,successful,R0KN0QTF5,2021/2022,nil,PRINTED,ND,NIL
13906,25000,CERT,1,1663663304,successful,CW8V1Q2FH,2021/2022,nil,PRINTED,ND,NIL
13907,25000,CERT,1,1663663368,successful,UAJGF1R4H,2021/2022,nil,PRINTED,HND,NIL
13908,25000,CERT,1,1663664201,successful,W0N90A8D7,2021/2022,nil,PRINTED,HND,NIL
13909,25000,CERT,1,1663664734,successful,T951RKH2F,2021/2022,nil,PRINTED,HND,YES
13910,25000,CERT,1,1663668139,successful,9CMKF8GPQ,2021/2022,nil,PRINTED,ND,NIL
13911,25000,CERT,1,1663665390,successful,QW56MJHF4,2021/2022,nil,UNPRINTED,HND,NIL
13912,25000,CERT,1,1663665736,successful,VK7HQS5W6,2021/2022,nil,PRINTED,ND,NIL
13913,25000,CERT,1,1663666066,failed,015ESGFQ6,2021/2022,nil,UNPRINTED,HND,NIL
13914,10000,TRANS,1,1663666147,failed,2R4S6E9MU,2021/2022,nil,UNPRINTED,HND,NIL
13915,10000,TRANS,1,1663666504,successful,B8RDNMJK0,2021/2022,nil,PRINTED,HND,NIL
13916,25000,CERT,1,1663666569,successful,PSRTCDQ5M,2021/2022,nil,PRINTED,HND,NIL
13917,25000,CERT,1,1663667136,successful,WMJP2T8RE,2021/2022,nil,UNPRINTED,ND,YES
13919,25000,CERT,1,1663668690,successful,6KDAWHQSR,2021/2022,nil,PRINTED,ND,NIL
13918,25000,CERT,1,1663669325,successful,09GJ78M50,2021/2022,nil,PRINTED,HND,NIL
13922,25000,CERT,1,1663670460,successful,UB4NRTQW0,2021/2022,nil,PRINTED,ND,YES
13920,10000,TRANS,1,1663669695,successful,040C2F5PM,2021/2022,nil,PRINTED,ND,NIL
13921,25000,CERT,1,1663669714,successful,W27EUV1NC,2021/2022,nil,PRINTED,ND,YES
13923,25000,CERT,1,1663672011,successful,4DFE29TV1,2021/2022,nil,UNPRINTED,ND,YES
13924,25000,CERT,1,1663672413,successful,NBCFSP058,2021/2022,nil,PRINTED,ND,NIL
13925,25000,CERT,1,1663673121,successful,WA9B0N4UH,2021/2022,nil,PRINTED,ND,YES
13926,25000,CERT,1,1683200516,successful,H5D0KN8MJ,2021/2022,nil,PRINTED,HND,YES
13927,25000,CERT,1,1663675635,successful,PS6DTH4FG,2021/2022,nil,PRINTED,ND,YES
13928,25000,CERT,1,1663676208,successful,D9VSJ1HNT,2021/2022,nil,PRINTED,ND,NIL
13929,25000,CERT,1,1663676212,successful,AW0K4UJTS,2021/2022,nil,PRINTED,ND,YES
13930,10000,TRANS,1,1663676450,successful,FBWC0T4JV,2021/2022,nil,PRINTED,ND,YES
13931,25000,CERT,1,1663676644,successful,S9JVUCEQR,2021/2022,nil,PRINTED,ND,NIL
13932,25000,CERT,1,1663677272,successful,NG7CE0RTP,2021/2022,nil,PRINTED,ND,NIL
13933,10000,TRANS,1,1663679114,successful,2KCQW7569,2021/2022,nil,PRINTED,HND,NIL
13934,25000,CERT,1,1663680086,successful,NE1GVM9FK,2021/2022,nil,PRINTED,ND,YES
13935,25000,CERT,1,1663682701,successful,K6GFDAQ80,2021/2022,nil,PRINTED,ND,NIL
13936,25000,CERT,1,1663684058,successful,FJ152UWBQ,2021/2022,nil,PRINTED,HND,YES
13947,25000,CERT,1,1663748232,successful,AM46SCKG2,2021/2022,nil,PRINTED,HND,NIL
13937,25000,CERT,1,1663685125,successful,H028P09NS,2021/2022,nil,PRINTED,ND,NIL
13938,25000,CERT,1,1663689116,successful,F8S0C29P1,2021/2022,nil,PRINTED,ND,NIL
13942,25000,CERT,1,1663691847,successful,W2NHDM0RV,2021/2022,nil,PRINTED,HND,NIL
13939,10000,TRANS,1,1663690179,successful,B04CTPKJE,2021/2022,nil,PRINTED,HND,NIL
13940,25000,CERT,1,1663690199,successful,SP25RA0HN,2021/2022,nil,UNPRINTED,ND,NIL
13941,25000,CERT,1,1663690306,successful,TDW0KQA6C,2021/2022,nil,UNPRINTED,HND,NIL
13943,25000,CERT,1,1663695405,successful,BUT0GH2D9,2021/2022,nil,PRINTED,ND,YES
13944,10000,TRANS,1,1663705397,failed,UC57920NH,2021/2022,nil,UNPRINTED,ND,NIL
13945,25000,CERT,1,1663705458,failed,D8V7TBF59,2021/2022,nil,UNPRINTED,ND,NIL
13946,10000,TRANS,1,1663747846,successful,EG792WKJS,2021/2022,nil,PRINTED,HND,NIL
13950,10000,TRANS,1,1663751674,successful,9JG7NS1WD,2021/2022,nil,PRINTED,HND,NIL
13948,25000,CERT,1,1663749438,successful,8H4EW2N79,2021/2022,nil,PRINTED,HND,NIL
13949,25000,CERT,1,1663749782,successful,E8TFP16JD,2021/2022,nil,PRINTED,ND,NIL
13951,25000,CERT,1,1663751886,successful,2GA8P059C,2021/2022,nil,PRINTED,ND,YES
13952,25000,CERT,1,1663751994,successful,DJKCRV271,2021/2022,nil,PRINTED,ND,YES
13953,25000,CERT,1,1663752695,successful,HKPBQDU6V,2021/2022,nil,PRINTED,ND,YES
13954,25000,CERT,1,1663753554,successful,F0BN479GQ,2021/2022,nil,PRINTED,HND,NIL
13955,25000,CERT,1,1663754631,successful,NWST59VA0,2021/2022,nil,UNPRINTED,ND,YES
13956,25000,CERT,1,1663754843,successful,PAN8UKMR9,2021/2022,nil,PRINTED,ND,NIL
13957,25000,CERT,1,1663755082,successful,RP5MTWK9Q,2021/2022,nil,PRINTED,ND,NIL
13958,25000,CERT,1,1663756000,failed,8C04R7B60,2021/2022,nil,UNPRINTED,ND,NIL
13959,25000,CERT,1,1663758917,failed,5206C7Q9G,2021/2022,nil,UNPRINTED,ND,NIL
13960,10000,TRANS,1,1663758929,successful,VP0G06S8N,2021/2022,nil,PRINTED,ND,NIL
13962,10000,TRANS,1,1663759497,successful,J9TURD2QG,2021/2022,nil,PRINTED,HND,NIL
13961,10000,TRANS,1,1663759050,failed,5206C7Q9G,2021/2022,nil,UNPRINTED,ND,NIL
13963,10000,TRANS,1,1663759969,successful,H1TFKUA86,2021/2022,nil,PRINTED,ND,NIL
13964,25000,CERT,1,1663764758,successful,QC12D8SN7,2021/2022,nil,PRINTED,ND,NIL
13965,10000,TRANS,2,1663765905,successful,TVGB2HWA1,2021/2022,nil,PRINTED,ND,YES
13966,25000,CERT,1,1663767803,successful,79BE0MWPT,2021/2022,nil,PRINTED,ND,YES
13967,25000,CERT,1,1663771154,successful,EUA2FR1J0,2021/2022,nil,PRINTED,ND,NIL
13968,10000,TRANS,1,1663777302,failed,W6SCGFDE8,2021/2022,nil,UNPRINTED,HND,NIL
13969,25000,CERT,1,1663777877,successful,JNH0QA4BW,2021/2022,nil,PRINTED,HND,YES
13970,25000,CERT,1,1663777697,successful,JNH0QA4BW,2021/2022,nil,UNPRINTED,ND,YES
13971,10000,TRANS,1,1663779600,successful,D4BGJ89Q0,2021/2022,nil,PRINTED,ND,YES
13972,25000,CERT,1,1663780244,successful,7GUPQV46D,2021/2022,nil,PRINTED,ND,YES
13973,25000,CERT,1,1663784235,successful,JV7UEWQK9,2021/2022,nil,PRINTED,ND,NIL
13974,25000,CERT,1,1663787224,successful,61UQ20V07,2021/2022,nil,PRINTED,HND,NIL
13975,25000,CERT,1,1663817883,failed,FUJ9KHB04,2021/2022,nil,UNPRINTED,HND,NIL
13976,25000,CERT,1,1663831065,failed,RAKWHCUDF,2021/2022,nil,UNPRINTED,HND,NIL
13977,10000,TRANS,0,1663831117,successful,A00761CWB,2021/2022,nil,PRINTED,ND,NIL
13978,25000,CERT,1,1663831345,successful,WMJP2T8RE,2021/2022,nil,UNPRINTED,HND,YES
13979,25000,CERT,1,1663832134,successful,E75VS2Q9U,2021/2022,nil,PRINTED,ND,YES
13980,25000,CERT,1,1664871599,successful,TRSN94DQU,2021/2022,nil,PRINTED,HND,NIL
13981,25000,CERT,1,1663832472,successful,MPVG0QA6K,2021/2022,nil,UNPRINTED,ND,NIL
13982,25000,CERT,1,1663832549,successful,T9RP02685,2021/2022,nil,UNPRINTED,ND,NIL
13983,25000,CERT,1,1663838857,successful,ECTVP2BQK,2021/2022,nil,PRINTED,HND,NIL
13984,10000,TRANS,1,1663838981,successful,06TJMCS8K,2021/2022,nil,PRINTED,HND,NIL
13985,10000,TRANS,1,1663839947,successful,52090TGMB,2021/2022,nil,PRINTED,ND,NIL
13986,10000,TRANS,1,1663840110,successful,VA74RM0DK,2021/2022,nil,PRINTED,HND,NIL
13987,10000,TRANS,1,1663842752,successful,209BCS6WR,2021/2022,nil,PRINTED,ND,NIL
13990,25000,CERT,1,1663845853,failed,8DAGK96EM,2021/2022,nil,UNPRINTED,ND,NIL
13988,20000,TRANS,2,1663843229,successful,8901MACRQ,2021/2022,nil,PRINTED,HND,YES
13989,25000,CERT,1,1663845341,successful,6A97Q0T4H,2021/2022,nil,PRINTED,ND,NIL
13991,25000,CERT,1,1663846600,successful,DRHNKVTU0,2021/2022,nil,PRINTED,ND,NIL
13992,25000,CERT,1,1663846061,successful,B608V5MNQ,2021/2022,nil,PRINTED,ND,YES
13993,10000,TRANS,1,1663846280,failed,B4V2SE1DN,2021/2022,nil,UNPRINTED,ND,NIL
13994,25000,CERT,1,1663846901,successful,P0BVS2057,2021/2022,nil,PRINTED,ND,NIL
13995,25000,CERT,1,1663847859,successful,W8CEQ01BV,2021/2022,nil,PRINTED,ND,NIL
13996,25000,CERT,1,1663848078,successful,4BU09H0TE,2021/2022,nil,PRINTED,HND,NIL
13997,25000,CERT,1,1663849638,successful,GDUWER1F5,2021/2022,nil,PRINTED,ND,NIL
13998,25000,CERT,1,1663856281,successful,FKG92106M,2021/2022,nil,PRINTED,ND,YES
13999,10000,TRANS,1,1663857003,successful,KNQSVRBF2,2021/2022,nil,PRINTED,ND,YES
14000,25000,CERT,1,1663858200,successful,12TF6C70Q,2021/2022,nil,PRINTED,HND,YES
14001,10000,TRANS,1,1663858625,successful,V8GNPH61W,2021/2022,nil,PRINTED,HND,YES
14002,25000,CERT,1,1663861567,successful,RWE02Q9J0,2021/2022,nil,PRINTED,ND,NIL
14003,10000,TRANS,1,1663862345,successful,40T79U6K1,2021/2022,nil,PRINTED,ND,NIL
14004,25000,CERT,1,1663862444,successful,BWHU28JQD,2021/2022,nil,PRINTED,HND,NIL
14005,10000,TRANS,1,1663863367,successful,G2VP0CD19,2021/2022,nil,PRINTED,HND,YES
14006,25000,CERT,1,1663872949,successful,89JF06CA0,2021/2022,nil,PRINTED,HND,NIL
14007,10000,TRANS,1,1663873403,successful,07N0A81JR,2021/2022,nil,PRINTED,HND,NIL
14008,25000,CERT,1,1663874224,successful,UMP62RQWG,2021/2022,nil,PRINTED,HND,NIL
14009,10000,TRANS,1,1663874557,successful,2HQTBE0M6,2021/2022,nil,PRINTED,HND,NIL
14010,25000,CERT,1,1663926863,successful,0M2PFBW0R,2021/2022,nil,PRINTED,ND,NIL
14012,25000,CERT,1,1663928947,failed,NSGEHU09J,2021/2022,nil,UNPRINTED,ND,NIL
14011,25000,CERT,1,1663926953,successful,7SEQPNK0G,2021/2022,nil,PRINTED,ND,YES
14013,25000,CERT,1,1663931589,successful,6SBFVTJG0,2021/2022,nil,UNPRINTED,ND,YES
14014,25000,CERT,1,1663932208,successful,EV02BH8T0,2021/2022,nil,PRINTED,HND,NIL
14015,25000,CERT,1,1663932609,successful,NR0QSUV40,2021/2022,nil,PRINTED,ND,NIL
14016,25000,CERT,1,1663933945,successful,V0M5U10G9,2021/2022,nil,PRINTED,ND,NIL
14017,10000,TRANS,1,1663948520,successful,B4VP5RKFH,2021/2022,nil,PRINTED,ND,NIL
14018,10000,TRANS,1,1663949089,successful,RGESNPCA2,2021/2022,nil,PRINTED,HND,NIL
14019,10000,TRANS,0,1664008012,successful,WDVQKU8A5,2021/2022,nil,PRINTED,ND,NIL
14020,10000,TRANS,1,1664008517,successful,25VNFSRCM,2021/2022,nil,PRINTED,HND,NIL
14021,10000,TRANS,1,1664008921,failed,EU0VC4H02,2021/2022,nil,UNPRINTED,ND,NIL
14022,25000,CERT,1,1664038423,successful,1NPFB0TJW,2021/2022,nil,PRINTED,ND,NIL
14023,25000,CERT,1,1664099737,successful,29HF1RMQU,2021/2022,nil,PRINTED,ND,YES
14024,25000,CERT,1,1664134594,successful,4F08A27TU,2021/2022,nil,UNPRINTED,ND,NIL
14025,25000,CERT,1,1664134795,successful,7FH0GE1AP,2021/2022,nil,PRINTED,ND,NIL
14026,25000,CERT,1,1664171894,successful,B6TM0NF29,2022/2023,nil,PRINTED,HND,NIL
14027,25000,CERT,1,1664179143,successful,P49KJCG5T,2022/2023,nil,PRINTED,ND,YES
14028,25000,CERT,1,1664179673,successful,T4CUAKM8S,2022/2023,nil,PRINTED,HND,NIL
14029,25000,CERT,1,1664180255,successful,0VETSKF5J,2022/2023,nil,PRINTED,ND,NIL
14031,25000,CERT,1,1664182208,successful,6RS81BHJD,2022/2023,nil,PRINTED,ND,NIL
14030,25000,CERT,1,1664180827,failed,DWBNQ4TR0,2022/2023,nil,UNPRINTED,HND,NIL
14032,10000,TRANS,1,1664182350,successful,BFW0AT96M,2022/2023,nil,PRINTED,ND,YES
14033,10000,TRANS,1,1664374295,successful,M6W7SA0C0,2022/2023,nil,PRINTED,HND,NIL
14034,10000,TRANS,2,1664183648,successful,Q79WV1TJS,2022/2023,nil,UNPRINTED,HND,NIL
14035,25000,CERT,1,1664183860,successful,WKVRTC0FS,2022/2023,nil,PRINTED,HND,NIL
14036,25000,CERT,1,1664184007,successful,02FV4A0H5,2022/2023,nil,PRINTED,HND,NIL
14037,10000,TRANS,2,1664184052,successful,NMCRU8B6K,2022/2023,nil,UNPRINTED,ND,NIL
14038,25000,CERT,1,1664184152,successful,EGTSKQ2AJ,2022/2023,nil,PRINTED,HND,NIL
14039,25000,CERT,1,1664184255,successful,6BWS2CG50,2022/2023,nil,PRINTED,ND,NIL
14040,10000,TRANS,1,1664184429,successful,04DJ7VUK6,2022/2023,nil,PRINTED,HND,NIL
14054,25000,CERT,1,1664191539,successful,Q2BWH615A,2022/2023,nil,PRINTED,HND,NIL
14041,25000,CERT,1,1664184579,successful,WHG5AEK27,2022/2023,nil,PRINTED,HND,NIL
14042,25000,CERT,1,1664184661,successful,CQ2D1JANR,2022/2023,nil,PRINTED,HND,NIL
14043,10000,TRANS,1,1664184711,successful,RS4EQ782C,2022/2023,nil,PRINTED,HND,NIL
14044,10000,TRANS,1,1664184741,successful,SBDMT06H2,2022/2023,nil,PRINTED,HND,NIL
14046,10000,TRANS,1,1664185303,successful,80E5J1S2B,2022/2023,nil,PRINTED,HND,YES
14045,25000,CERT,1,1664185175,successful,8TGF6EH2V,2022/2023,nil,PRINTED,ND,NIL
14047,25000,CERT,1,1664185616,successful,N09E0HDKP,2022/2023,nil,PRINTED,ND,YES
14049,25000,CERT,1,1664811868,successful,E1P9C6DKU,2022/2023,nil,PRINTED,ND,NIL
14048,25000,CERT,1,1664185772,successful,GFB6WDU7M,2022/2023,nil,PRINTED,ND,NIL
14050,25000,CERT,1,1664187036,successful,70BGR2MH0,2022/2023,nil,PRINTED,ND,YES
14051,25000,CERT,1,1664188914,successful,BD1G270KP,2022/2023,nil,PRINTED,ND,YES
14052,25000,CERT,1,1664189848,successful,HCW2G8RUT,2022/2023,nil,PRINTED,ND,NIL
14053,25000,CERT,1,1664189868,successful,5QJUNP7MC,2022/2023,nil,PRINTED,ND,NIL
14055,25000,CERT,1,1664192656,successful,DK8NW6UA7,2022/2023,nil,PRINTED,ND,YES
14056,10000,TRANS,1,1664193488,successful,6CSVEM405,2022/2023,nil,PRINTED,ND,YES
14057,10000,TRANS,1,1664195522,successful,54HA6PUC0,2022/2023,nil,UNPRINTED,ND,NIL
14058,25000,CERT,1,1664197532,successful,69M80PEHG,2022/2023,nil,PRINTED,HND,YES
14059,25000,CERT,1,1664197786,successful,FVR17EKD0,2022/2023,nil,PRINTED,ND,NIL
14060,25000,CERT,1,1664198194,successful,P08975WJ0,2022/2023,nil,PRINTED,HND,NIL
14061,25000,CERT,1,1664198239,successful,QBW18GV4S,2022/2023,nil,PRINTED,ND,YES
14062,10000,TRANS,1,1664198369,successful,DE0607UG9,2022/2023,nil,PRINTED,HND,YES
14063,10000,TRANS,1,1664198550,successful,07H9TJR5C,2022/2023,nil,PRINTED,HND,NIL
14064,10000,TRANS,1,1664198863,successful,K0B201879,2022/2023,nil,PRINTED,ND,YES
14065,25000,CERT,1,1664201095,successful,48BQ2E96W,2022/2023,nil,PRINTED,HND,YES
14066,25000,CERT,1,1664204356,successful,26100S9KA,2022/2023,nil,PRINTED,ND,NIL
14067,25000,CERT,1,1664211179,successful,DSW47B2RG,2022/2023,nil,PRINTED,ND,NIL
14083,25000,CERT,1,1664273299,successful,U76BD4FRA,2022/2023,nil,UNPRINTED,ND,NIL
14068,25000,CERT,1,1664212508,failed,EDJ2BP8K4,2022/2023,nil,UNPRINTED,ND,NIL
14069,25000,CERT,1,1664228456,successful,RJEH0UM2Q,2022/2023,nil,UNPRINTED,ND,NIL
14070,25000,CERT,1,1664228743,successful,17HJ0609S,2022/2023,nil,PRINTED,ND,YES
14071,25000,CERT,1,1664266648,successful,J8AN4D2TU,2022/2023,nil,PRINTED,ND,NIL
14072,25000,CERT,1,1664267099,successful,1UJCDS48Q,2022/2023,nil,PRINTED,ND,NIL
14073,25000,CERT,1,1664267124,successful,V0R1M9DKT,2022/2023,nil,PRINTED,ND,NIL
14074,25000,CERT,1,1664268642,successful,A275V6C8W,2022/2023,nil,PRINTED,ND,NIL
14075,25000,CERT,1,1664269293,successful,HTQJE5MBU,2022/2023,nil,PRINTED,ND,YES
14076,25000,CERT,1,1664269241,successful,09HWKA2U1,2022/2023,nil,PRINTED,HND,NIL
14077,10000,TRANS,1,1664269717,successful,G5A04T12K,2022/2023,nil,PRINTED,ND,NIL
14080,25000,CERT,1,1664270778,successful,V7QCAK5GH,2022/2023,nil,PRINTED,HND,NIL
14078,10000,TRANS,1,1664270032,successful,BEDA0J2S1,2022/2023,nil,PRINTED,ND,NIL
14079,25000,CERT,1,1664270063,successful,GU6129PRB,2022/2023,nil,PRINTED,ND,NIL
14082,25000,CERT,1,1664272217,successful,UMKR6TE2J,2022/2023,nil,PRINTED,HND,YES
14081,25000,CERT,1,1664271007,successful,AH8K1S0R9,2022/2023,nil,PRINTED,ND,YES
